ID,ID_reference,class
29867384,http://download.java.net/jdk7u2/docs/technotes/tools/solaris/javadoc.html#javadocoptions,Parallelism
59261898,https://i.stack.imgur.com/gy52N.jpg,Working Example
45225191,https://nmap.org,Priori
46021115,https://i.stack.imgur.com/vElXz.png,Working Example
41132183,https://i.stack.imgur.com/fHjwV.jpg,Working Example
24404805,http://en.wikipedia.org/wiki/Hyper-threading,Priori
42810380,https://api.instagram.com/v1/users/,Priori
50514092,https://github.com/apache/incubator-airflow/blob/v1-9-stable/airflow/operators/sensors.py,Priori
19879676,http://algs4.cs.princeton.edu/11model/BinarySearch.java.html,Priori
7287274,https://github.com/sferik/rails_admin,Priori
43219156,https://www.meteor.com/tutorials/blaze/running-on-mobile,Priori
37875081,https://www.npmjs.com/package/grunt-force-task,Parallelism
14389147,http://dimroc.github.com/reveal.js-threejs/#/,Priori
45815212,https://graph.facebook.com/MYPAGENAME/posts?access_token=MYACCESSTOKEN,Working Example
44386781,https://i.stack.imgur.com/tSuCr.png,Working Example
43905107,https://i.stack.imgur.com/nBh4w.jpg,Working Example
21307520,https://github.com/openhome/ohLibSpotify,Priori
32297544,https://fsprojects.github.io/FSharpx.Collections/reference/fsharpx-collections-nonemptylist-1.html,Parallelism
17502205,http://simpl.info/getusermedia/constraints/index.html,Priori
9621362,http://en.wikipedia.org/wiki/Exponential_smoothing,Priori
39692148,https://developers.google.com/sheets/reference/rest/v4/spreadsheets.values/update,Priori
13336049,http://argillander.wordpress.com/2011/11/24/scale-image-into-imageview-then-resize-imageview-to-match-the-image/,Priori
33135278,https://www.codementor.io/swift/tutorial/adding-twitter-facebook-login-parse-tutorial-ios,Parallelism
14175544,http://i.stack.imgur.com/6WKjF.png,Working Example
41140676,https://www.nuget.org/packages/EPPlus,Priori
22167445,http://i.stack.imgur.com/TU9Ot.png,Working Example
53454593,https://financialmodelingprep.com/api/financials/income-statement/AAPL,Working Example
9704919,http://www.codeproject.com/Articles/18664/Security-Assertion-Markup-Language-SAML2-0,Parallelism
33128328,http://symfony.com/doc/current/bundles/FOSUserBundle/overriding_forms.html,Priori
16501160,https://github.com/replit/jsrepl,Priori
50268370,https://imgur.com/a/lakB6jt,Working Example
38828120,https://studyacer.com/question/audit-and-,Priori
47987375,https://i.stack.imgur.com/9VMFG.png,Working Example
19426682,http://www.websiteprofessioneel.nl,Working Example
49287362,https://techforpassion.blogspot.com/2013/03/how-to-split-comma-separated-string-and.html,Parallelism
15859508,https://www.mediawiki.org/wiki/Manual:Interface/JavaScript,Priori
53860357,https://i.stack.imgur.com/WGiAk.png,Working Example
31820063,http://www.dotnetthoughts.net/how-to-host-asp-net-5-application-in-azure-web-apps/,Parallelism
63980652,https://mywebsite.com/wp-content/themes/"mytheme"/assets/js,Working Example
34154041,https://i.imgur.com/2B5VDXv.png,Working Example
22192710,https://github.com/ccgus/fmdb,Parallelism
42287609,https://www.youtube.com/watch?v=KNAQ3Y8PGkM&t=1s,Priori
55347759,https://1drv.ms/x/s,Working Example
4822398,https://i.stack.imgur.com/9mit0.png,Working Example
53268212,https://www.telerik.com/forums/=-24-hour-events-treated-as-all-day,Parallelism
59520108,https://developer.salesforce.com/docs/atlas.en-us.apexcode.meta/apexcode/apex_connector_start.htm,Priori
52588928,https://github.com/RolifyCommunity/rolify,Priori
29820793,http://adamish.com/blog/archives/806,Parallelism
56400317,https://www.digitalocean.com/community/tutorials/understanding-class-inheritance-in-python-3,Parallelism
4306495,http://www.alistapart.com/articles/flashsatay,Priori
57508268,https://github.com/zenchild/gssapi,Priori
56259820,http://mrb-admin.xpeditefulfillment.com/v5fmsnet/OeCart/OeFrame.asp?PmSess1=1339143&SXREF=0&CurPath=1,Working Example
3402466,http://www.diaryofaninja.com/blog/2011/04/03/windows-phone-7-live-tile-schedules-ndash-executing-instant-live-tile-updates,Working Example
33850371,https://i.stack.imgur.com/8Rh6o.png,Working Example
64621461,https://i.stack.imgur.com/5o6ma.png,Working Example
36704273,http://docs.aws.amazon.com/cognito/latest/developerguide/step2-getting-started.html?shortFooter=true#store-sync-data-1.javascript,Working Example
26151270,https://developers.facebook.com/docs/graph-api/using-graph-api/v2.1#paging,Priori
63041627,https://i.stack.imgur.com/ozAy4.png,Parallelism
36461605,http://i.stack.imgur.com/g3qnj.png,Working Example
59901384,https://i.stack.imgur.com/ldFxB.png,Working Example
45174974,https://webpack.js.org/guides/dependency-management/#require-context,Working Example
36419053,https://i.stack.imgur.com/Dxzen.png,Working Example
48059681,http://website.com/category/,Working Example
55890971,https://www.captechconsulting.com/blogs/annotation-driven-reactive-web-apis-with-spring-webflux,Working Example
43078150,https://github.com/hazelcast/hazelcast-hibernate5/issues/13,Parallelism
14742277,http://pypi.python.org/packages/source/l/lxml/lxml-3.1beta1.tar.gz,Parallelism
36855762,https://i.stack.imgur.com/hz3SA.png,Working Example
32553326,https://docs.google.com/spreadsheets/d/1ZVu90K8oWQs82T8whr0Vb8IX5fso6MwcAh3wBKofUBs/edit?usp=sharing,Working Example
43998547,http://www.haproxy.org/download/1.7/src/haproxy-1.7.5.tar.gz,Working Example
19401889,http://docs.oracle.com/javase/7/docs/api/java/nio/file/attribute/package-summary.html,Priori
51936923,https://i.stack.imgur.com/wkZ7y.png,Working Example
16202509,http://fiddler2.com/documentation/Configure-Fiddler/Tasks/DecryptHTTPS,Working Example
63677443,https://i.stack.imgur.com/FxHN4.png,Working Example
24650298,http://codepen.io/viralpickaxe/pen/wfqxc,Working Example
28613688,https://i.stack.imgur.com/MhR4H.png,Working Example
50647349,https://www.npmjs.com/package/mydatepicker,Working Example
12902115,http://www.codeproject.com/Articles/327420/WCF-REST-Service-with-JSON,Working Example
47936718,https://i.stack.imgur.com/a59fc.png,Parallelism
29173614,https://spring.io/guides/gs/rest-service/,Working Example
12856486,https://i.stack.imgur.com/644qc.png,Working Example
18315108,https://i.stack.imgur.com/xjPXOm.jpg,Working Example
5728279,http://bottlepy.org,Priori
40668097,https://github.com/flow-typed/flow-typed,Priori
48962733,http://stegonia.fr/autocomplete/index2.php,Priori
23088230,https://i.stack.imgur.com/RzVDX.png,Working Example
10300554,https://forta.com/2007/05/30/cf8-debugger-getting-started/,Working Example
25068179,https://i.stack.imgur.com/9xXF3.png,Parallelism
62484977,https://i.stack.imgur.com/quvdW.png,Working Example
13077478,http://www.kerrydeaf.com/shade2.png,Working Example
29345826,http://night.sendme.to/about,Working Example
21058573,http://api.yandex.com/xml/doc/dg/concepts/response.xml,Priori
22178415,http://docs.aws.amazon.com/AWSJavaSDK/latest/javadoc/com/amazonaws/services/elasticmapreduce/AmazonElasticMapReduce.html,Priori
52593008,https://www.npmjs.com/package/photo-editor-sdk-react-native,Other
45165895,http://my.blog.net/wp-content/baanner-loan.jpg,Working Example
39437956,https://github.com/angular/angular/issues/4231,Working Example
31976561,http://podio.github.io/jquery-mentions-input/,Parallelism
28838071,http://davidstutz.github.io/bootstrap-multiselect/#getting-started,Priori
56206290,https://github.com/LineageOS/android_device_sony_sumire,Parallelism
42236303,https://i.stack.imgur.com/XsrYC.png,Parallelism
49808505,https://start.spring.io/,Working Example
28371331,https://github.com/aspnet/home#getting-started,Priori
50068184,https://cocoapods.org/pods/GoogleMobileVision,Priori
35181299,https://guides.codepath.com/android/Handling-Scrolls-with-CoordinatorLayout,Parallelism
36839369,https://doc.qt.io/qt-5/qtserialport-cwriterasync-example.html,Parallelism
42517256,https://drive.google.com/open?id=0Bz6MObtH-KRAZGhaSjduNzlVOUE,Parallelism
9504217,https://i.stack.imgur.com/ChM6O.png,Parallelism
29293181,https://i.stack.imgur.com/J2hoM.png,Working Example
5853157,http://www.logansbailey.com/2010/10/06/how-to-setup-authlogic-in-rails-3/,Working Example
6110063,https://i.stack.imgur.com/Z1xh7.png,Working Example
60957867,https://docs.google.com/spreadsheets/d/1X3b59rveavE9LHn4Wt8vgzGTvQ7mkbKGDKOUO_IjXG0/edit?usp=sharing,Working Example
12131190,http://simplehtmldom.sourceforge.net/manual.htm,Working Example
20114777,http://jsfiddle.net/Ramz2/2/,Working Example
27293893,http://jades-world.com/schoolassign/,Working Example
60047891,https://fakeurldomain.com,Working Example
54204592,https://i.stack.imgur.com/1yeVL.png,Working Example
52244355,https://i.stack.imgur.com/76g5A.png,Working Example
46954143,http://learningfrombigdata.com/semantic-similarity-between-sentences-using-apache-spark/,Working Example
18391341,http://technet.microsoft.com/en-us/library/bb726981.aspx#EDAA,Parallelism
40810788,http://ghusse.github.io/jQRangeSlider/,Parallelism
29501813,http://www.udoo.org/,Priori
8803470,http://jsfiddle.net/6Zvs6/,Working Example
31689629,https://i.stack.imgur.com/tdAUO.png,Working Example
42377465,https://jsfiddle.net/snessnes/4xbLL81v/2/,Working Example
20951042,http://cx4a.org/software/rsense/manual.html#Installation,Priori
57216603,https://en.wikipedia.org/wiki/Mini-map,Working Example
22705583,http://example.com/login.php,Working Example
16880005,http://www.footywire.com/afl/footy/ft_match_statistics?mid=5634&advv=Y,Working Example
63419372,https://github.com/jedisct1/rust-siphash/blob/146ba215aa787d676edcb0324082bc6e0608288e/Cargo.toml#L23,Working Example
10544121,https://i.stack.imgur.com/rvJo6.gif,Priori
27735820,https://i.stack.imgur.com/37yc6.png,Working Example
19237370,http://www.plasticscm.com/releases/3.0/manuals_html/en/UserGuide-EN.htm#_Toc266201396,Working Example
27164479,http://www.php-maven.org/tags/2.0.0/php-web-5min.html,Priori
64216201,https://www.metrocuadrado.com/bodega/arriendo,Working Example
29350989,http://gradle.org/docs/2.3-rc-2/dsl/org.gradle.api.tasks.compile.CompileOptions.html,Working Example
29789424,https://github.com/diversit/json4s-pojo-deserialization-issue,Parallelism
35289356,https://i.stack.imgur.com/e39KZ.png,Parallelism
21535137,https://github.com/ytai/ioio/wiki/Eclipse-Troubleshooting,Working Example
14218632,https://docs.djangoproject.com/en/1.5/ref/templates/builtins/#include,Parallelism
50063707,https://github.com/FFmpeg/FFmpeg/blob/release/3.2/libavcodec/h264_slice.c#L2475,Working Example
63409620,https://i.stack.imgur.com/YJ1m2.png,Working Example
51404788,https://i.stack.imgur.com/9La0q.png,Working Example
47237877,https://i.stack.imgur.com/5qqlt.jpg,Priori
59255211,https://bugs.java.com/bugdatabase/view_bug.do?bug_id=8138730,Working Example
19168734,http://www.yaml.org/spec/1.2/spec.html#id2779048,Working Example
58858485,https://i.stack.imgur.com/2IYMi.png,Priori
64685150,https://github.com/kimmobrunfeldt/progressbar.js,Priori
61087356,https://i.stack.imgur.com/MpQHS.jpg,Working Example
54047317,https://i.stack.imgur.com/AbhnZ.png,Working Example
34645311,http://jsfiddle.net/e3b9bopz/77/,Working Example
36486706,http://jsfiddle.net/x22xE/104/,Working Example
29024983,http://jakoblaegdsmand.com/blog/2012/05/rails-datetime-picker/,Working Example
53248057,https://i.stack.imgur.com/KlI4u.jpg,Parallelism
11608709,http://android-developers.blogspot.com/2009/01/avoiding-memory-leaks.html,Working Example
47941539,https://vuejsfeed.com/blog/modal-component-for-semantic-ui,Parallelism
42011066,https://fiddle.jshell.net/tictac18g/83m659zL/,Parallelism
19023498,http://linqpad.net,Working Example
53354576,https://i.stack.imgur.com/Y3la8.png,Working Example
7937368,http://ponystyle.com/blog/2010/03/26/dealing-with-asset-compression-in-android-apps/,Working Example
47410964,https://i.stack.imgur.com/J9wrZ.jpg,Parallelism
47203176,https://subdomain.website.com/groups/aa-var-group-members-only-two/blog/2017/10/22/blog,Working Example
51945244,https://about.gitlab.com/2016/01/08/feature-highlight-wip/,Working Example
24744401,http://www.bootply.com/YcaTxtftSW,Working Example
35296182,https://msdn.microsoft.com/en-us/library/ms675299(v=vs.85).aspx,Working Example
36250663,http://www.evoluted.net/thinktank/web-development/paypal-php-integration,Parallelism
50063354,https://i.stack.imgur.com/xleCA.jpg,Parallelism
41557133,https://i.stack.imgur.com/7vL6z.jpg,Working Example
2786899,http://pastebin.com/azzuk072,Working Example
39208923,http://www.microsoft.com/typography/otspec/cbdt.htm,Working Example
51767326,https://i.stack.imgur.com/I6HFU.png,Working Example
62250690,https://pierrelib.pagesperso-orange.fr/exec_formats/DJGPP_COFF.html,Working Example
10118495,https://i.stack.imgur.com/iSbxT.jpg,Working Example
41895243,https://i.stack.imgur.com/AQM3e.jpg,Working Example
37700203,https://jsfiddle.net/sarowerj/cyu0u9rk/1/,Working Example
46477794,https://firebase.google.com/docs/auth/web/cordova,Working Example
50449113,https://i.stack.imgur.com/W2Urw.png,Parallelism
38553472,http://i.stack.imgur.com/kSZW2.png,Working Example
62674027,https://i.stack.imgur.com/RH3dM.jpg,Working Example
48367878,https://i.stack.imgur.com/9bANU.png,Working Example
49508931,https://pypi.python.org/pypi/pdf2image/0.1.0,Working Example
39671090,https://linux.die.net/man/3/dprintf,Priori
39323994,https://github.com/thibauts/node-castv2,Priori
7874507,http://sass-lang.com/,Working Example
49749563,https://i.stack.imgur.com/wsVp0.png,Working Example
22455000,https://github.com/jgsato/BimlGen/blob/master/BimlGenerator.cs,Working Example
30280858,http://doc.qt.io/qt-5/videooverview.html,Parallelism
676457,http://www.amazon.fr/Nouveaut,Parallelism
62083481,https://apscheduler.readthedocs.io/en/latest/faq.html#how-do-i-share-a-single-job-store-among-one-or-more-worker-processes,Parallelism
58421325,https://i.stack.imgur.com/tGVuA.png,Parallelism
56014935,https://forum.ionicframework.com/t/ionic-4-cordova-run-android-firebase-error-all-of-a-sudden/163204/8,Parallelism
7598796,http://de.sourceforge.jp/projects/pdt-tools/,Parallelism
24561784,http://www.healthtap.com,Working Example
11279198,http://meppum.com/2009/jan/17/installing-django-ubuntu-intrepid/,Working Example
8431693,http://www.nodstrum.com/2007/09/19/autocompleter/,Working Example
32603287,http://www.nseindia.com/products/content/sec_bhavdata_full.csv,Working Example
38548597,http://plnkr.co/edit/34ajPEi1OucEXNw4L2Do?p=preview,Working Example
64033773,https://i.stack.imgur.com/lxj33.png,Working Example
64533005,https://github.com/swagger-api/validator-badge,Working Example
63008135,https://i.stack.imgur.com/5aiM9.png,Priori
41828278,https://i.stack.imgur.com/keNq0.png,Working Example
12782400,https://i.stack.imgur.com/qudlg.jpg,Working Example
34987281,http://example.com/sample-post/,Working Example
52241192,https://en.cppreference.com/w/cpp/container/deque,Working Example
20891198,http://www.w3.org/TR/wsdl,Priori
44355787,https://i.stack.imgur.com/uCOp5.png,Working Example
35290103,https://jsfiddle.net/5gcdsjox/,Working Example
20440136,http://download.java.net/jdk8/docs/api/java/util/Map.html#getOrDefault-java.lang.Object-V-,Working Example
31608572,http://www.101apps.co.za/articles/importing-android-studio-projects-into-eclipse.html,Working Example
45871728,https://www.learn2crack.com/2016/02/custom-swipe-recyclerview.html/,Parallelism
32585935,https://support.microsoft.com/en-us/kb/2911380,Parallelism
26497477,https://dl.dropboxusercontent.com/u/104410405/HTML%20Templates/Modern%20-%20Copy/index.html,Parallelism
58758470,https://i.imgur.com/W2o7ZZc.png,Working Example
14420344,https://d37wxxhohlp07s.cloudfront.net/s3_images/845437/Untitled_inline.png?1358558295,Working Example
50492748,https://console.aws.amazon.com/athena/home,Working Example
37470156,https://github.com/phmLabs/Smoke,Working Example
33827172,http://doc.qt.io/qt-5/qglwidget.html#details,Working Example
22548513,https://imgur.com/v8owzE1.png,Working Example
29812338,http://i.imgur.com/91HGTpl.png,Working Example
4798690,http://playmoreatthey.org/,Working Example
11667512,http://codepad.org/LQRuFMyg,Working Example
21150883,http://visualstudiogallery.msdn.microsoft.com/d0d33361-18e2-46c0-8ff2-4adea1e34fef/?SRC=VSIDE,Working Example
31319612,https://msdn.microsoft.com/en-us/library/ms733791(v=vs.110).aspx,Containment
19206509,https://i.stack.imgur.com/6DbLu.png,Working Example
65111890,https://i.stack.imgur.com/cP482.png,Working Example
31804090,https://aplacetogeek.wordpress.com/android-with-opencl-tutorial/,Parallelism
30078994,https://github.com/dyaskur/event-reminder,Parallelism
20848412,http://www.intel.com/content/dam/www/public/us/en/documents/manuals/64-ia-32-architectures-software-developer-vol-1-manual.pdf,Priori
48220269,https://github.com/EazyServer/Vue-Bootstrap-Calendar/issues/11,Parallelism
62840832,https://i.stack.imgur.com/GNI8m.png,Parallelism
2949622,http://search.cpan.org/perldoc?Try::Tiny,Working Example
19825294,https://i.stack.imgur.com/lHw5c.png,Working Example
64433928,https://i.stack.imgur.com/oYXiu.png,Working Example
28269483,https://spark.apache.org/docs/1.0.0/mllib-naive-bayes.html,Working Example
53600028,>https://www.app.com:8080/rest/api/customer/phone/personnalData,Working Example
46939281,https://i.stack.imgur.com/JjXmc.png,Working Example
32579779,http://bootsnipp.com/snippets/featured/circle-button,Working Example
62405881,https://i.stack.imgur.com/uyt5g.png,Parallelism
11912264,https://i.stack.imgur.com/igW7D.png,Working Example
48648938,https://www.aptible.com/,Working Example
46334646,https://paste.fedoraproject.org/paste/JmElgduugSKLVSAYm1htGw,Parallelism
63923959,https://i.stack.imgur.com/hFXyF.png,Parallelism
33074381,http://jsfiddle.net/georgeyanakiev/ca9pmv4L/3/,Working Example
15201761,https://i.imgur.com/QzIifUe.png,Working Example
26729560,http://azure.microsoft.com/en-us/documentation/,Working Example
7482703,http://jsfiddle.net/SBB9g/25/,Working Example
46774031,https://i.stack.imgur.com/Fehb3.png,Working Example
61754619,https://developer.mozilla.org/en-US/docs/Web/API/EventTarget/addEventListener,Working Example
42110808,https://i.stack.imgur.com/3u7PH.jpg,Working Example
34331695,https://i.stack.imgur.com/DdszB.png,Working Example
54223663,http://docs.h2o.ai/h2o/latest-stable/h2o-docs/data-science/algo-params/intercept.html,Parallelism
38222289,https://laracasts.com/discuss/channels/laravel/how-to-easily-use-a-bootstrap-template-as-a-laravel-5-layout,Parallelism
47327818,https://jsfiddle.net/DTcHh/39343/,Parallelism
31953455,http://d3pie.org/website/examples/refresh.html,Working Example
62613615,https://i.stack.imgur.com/fQTZn.png,Working Example
35222060,https://github.com/OfficeDev/office-js-docs/blob/master/excel/excel-add-ins-programming-overview.md,Working Example
26890455,https://developers.google.com/+/web/signin/add-button,Parallelism
54642294,https://drive.google.com/open?id=1k_4xOPlTdbUJCBPFyT9zmdB3W5lYfuw0,Parallelism
50191411,https://i.stack.imgur.com/gBBsU.png,Parallelism
15451485,https://i.stack.imgur.com/Hkkc3.png,Working Example
9840558,https://github.com/metaperl/emacs/blob/master/themes/darkclean.el,Working Example
43010081,https://learn.microsoft.com/zh-cn/windows/win32/direct2d/devices-and-device-contexts?redirectedfrom=MSDN,Parallelism
47912706,http://pandas.pydata.org/pandas-docs/stable/generated/pandas.read_json.html,Parallelism
32742938,https://parse.com/docs/rest/guide#users-logging-in,Containment
39487442,https://i.stack.imgur.com/kqUiy.png,Working Example
28400974,http://en.wikipedia.org/wiki/Nibble,Working Example
5805705,http://jsfiddle.net/alexdickson/gRpzW/,Working Example
56674549,https://github.com/ismaelisuani/rpt_events/blob/master/app_rpt.c,Working Example
32384703,https://gist.github.com/jbdelhommeau/f145ec2ce3620867582a,Working Example
33166361,https://i.stack.imgur.com/myYTN.png,Working Example
43724239,https://i.stack.imgur.com/Sfodg.png,Working Example
64461308,https://hyperledger-fabric.readthedocs.io/en/release-2.0/deploy_chaincode.html,Working Example
57481545,https://i.stack.imgur.com/nZ6qS.png,Working Example
22081280,http://i.stack.imgur.com/oarQp.png,Working Example
17993876,https://i.stack.imgur.com/tZr1D.png,Working Example
61640243,https://i.postimg.cc/DywgQkNs/20200507002255276.jpg,Working Example
64341508,https://i.stack.imgur.com/R31AC.png,Working Example
31626019,https://jsfiddle.net/nh40s9sf/,Working Example
49129255,https://msdn.microsoft.com/en-us/vba/access-vba/articles/form-repaint-method-access,Working Example
11028909,http://www.codeotaku.com/blog/2012-06/passenger-memory-check/index,Parallelism
5005948,http://en.wikipedia.org/wiki/Open_source_games,Parallelism
63545861,https://docs.microsoft.com/en-us/azure/azure-functions/durable/durable-functions-overview?tabs=csharp,Priori
16131911,http://jquerymobile.com/demos/1.2.1/docs/api/events.html,Priori
30907433,https://msdn.microsoft.com/en-us/library/ee372287%28v=vs.110%29.aspx#Other,Priori
30914796,https://github.com/plataformatec/devise,Priori
4480330,http://developer.apple.com/library/mac/documentation/CoreFoundation/Conceptual/CFMemoryMgmt/Concepts/Ownership.html#//apple_ref/doc/uid/20001148-103029,Priori
4721153,http://api.jquery.com/jQuery.get/,Priori
16385000,http://php.net/manual/en/language.oop5.typehinting.php,Parallelism
8049822,http://msdn.microsoft.com/en-us/library/system.xml.linq.xelement.aspx,Parallelism
36876746,https://laravel.com/docs/5.2/migrations#creating-tables,Priori
51346398,https://docs.microsoft.com/en-us/nuget/consume-packages/package-references-in-project-files,Priori
51787300,http://www.psychopy.org/api/visual/ratingscale.html,Parallelism
37363001,http://www.css3.info/preview/rounded-border/,Parallelism
33308151,http://www.ecma-international.org/ecma-262/6.0/#sec-arrow-function-definitions-runtime-semantics-evaluation,Priori
3781736,http://code.google.com/mobile/analytics/docs/iphone/,Priori
10301197,http://en.wikipedia.org/wiki/Same_origin_policy,Priori
55604284,https://docs.microsoft.com/en-us/dotnet/api/system.io.file,Priori
22404874,https://i.stack.imgur.com/r2PvK.png,Parallelism
34817598,http://www.postgresql.org/docs/current/static/protocol-message-formats.html,Priori
8376566,http://developer.apple.com/library/ios/#documentation/cocoa/conceptual/KeyValueCoding/Articles/SearchImplementation.html,Priori
6489886,http://api.rubyonrails.org/classes/ActiveRecord/ConnectionAdapters/TableDefinition.html#method-i-column,Priori
42546503,https://search.maven.org/#artifactdetails%7Cjavax.servlet%7Cjavax.servlet-api%7C3.1.0%7Cjar,Priori
57219976,https://androidride.com/how-to-change-rename-android-app-package-name-android-studio/,Parallelism
39151930,https://ruby-doc.org/core-2.3.1/Array.html#method-i-index,Parallelism
12525331,http://www.proxem.com/Default.aspx?tabid=119,Priori
6255876,http://www.gamedev.net/index,Other
6222701,http://paulirish.com/2009/bulletproof-font-face-implementation-syntax/,Parallelism
3414223,http://msdn.microsoft.com/en-us/library/64h235xe.aspx,Parallelism
25716965,http://github.com/tobya/DocTo,Priori
37931333,http://codepen.io/anon/pen/BzLMgx,Working Example
33217291,https://github.com/sindresorhus/devtools-detect,Working example
35062848,https://github.com/openiddict/core,Priori
14796428,http://msdn.microsoft.com/en-us/library/system.drawing.printing.printdocument%28v=vs.100%29.aspx,Priori
41450216,http://en.cppreference.com/w/cpp/memory/unique_ptr,Priori
48752885,https://bugs.webkit.org/show_bug.cgi?id=176439,Parallelism
59326759,https://i.stack.imgur.com/xmpgF.png,Parallelism
6908192,http://www.jstree.com/documentation/core,Parallelism
15585292,http://en.wikipedia.org/wiki/Valgrind,Priori
9299080,http://msdn.microsoft.com/en-us/library/ms186757.aspx,Priori
16589255,http://msdn.microsoft.com/en-us/library/system.int64.aspx,Priori
37330959,https://webpack.github.io/docs/webpack-dev-server.html#content-base,Priori
23094684,http://www.smashingmagazine.com/2013/07/22/simple-responsive-images-with-css-backgrounds/,Priori
22258005,http://support.microsoft.com/kb/161088,Parallelism
16285905,http://aspspider.com/,Priori
53677961,https://developer.mozilla.org/en-US/docs/Web/CSS/-webkit-text-stroke,Priori
8446420,http://docs.oracle.com/javase/6/docs/api/java/io/File.html,Priori
37985533,http://statsmodels.sourceforge.net/devel/examples/notebooks/generated/ols.html,Priori
16620034,https://github.com/mikereedell/sunrisesunset-ruby,Priori
22402879,http://dev.mysql.com/doc/refman/5.6/en/string-functions.html#function_find-in-set,Priori
44587308,https://en.wikipedia.org/wiki/Demand_paging,Priori
346088,http://www.codeproject.com/KB/trace/dependencygraph.aspx,Priori
60447775,https://github.com/harouny/NLog.Extensions.AzureTableStorage,Priori
41470129,http://www.allthingsdistributed.com/2013/02/aws-opsworks.html,Priori
49550682,http://es5.github.io/#x9.3,Priori
22402358,http://help.eclipse.org/juno/index.jsp?topic=/org.eclipse.platform.doc.user/tasks/tasks-exttools-running.htm,Priori
13110050,http://static.springsource.org/spring-security/site/extensions.html,Priori
49755448,http://wiki.bash-hackers.org/commands/builtin/mapfile,Priori
47628078,https://i.stack.imgur.com/WK1ru.png,Parallelism
21625244,http://www.phpliveregex.com/p/3C1,Working example
58919777,https://developers.docusign.com/esign-rest-api/guides/features/embedding,Working example
23549826,http://www.tldp.org/LDP/abs/html/process-sub.html,Priori
52851470,http://troubleshooting.kubernetes.sh/#poking-pods,Priori
45601677,https://i.stack.imgur.com/KVssl.jpg,Working Example
29667717,https://support.google.com/googleplay/android-developer/answer/139626,Working example
58357113,https://github.com/spring-projects/spring-boot/wiki/Spring-Boot-2.2.0-Draft-Release-Notes#spring-boot-22-release-notes,Priori
40120930,https://ruby-doc.org/core-2.3.0/Regexp.html#class-Regexp-label-Character+Classes,Priori
60813878,https://jmeter.apache.org/api/org/apache/jmeter/samplers/SampleResult.html#setBytes-long-,Priori
22839806,http://msdn.microsoft.com/en-us/library/ms181765.aspx,Priori
12092374,http://cran.r-project.org/web/packages/ascii/index.html,Priori
39745701,https://www.google.de/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwjgrsC2i7TPAhWKaRQKHUfLBD4QFggvMAA&url=http%3A%2F%2Fwww.springer.com%2Fcda%2Fcontent%2Fdocument%2Fcda_downloaddocument%2F9783319258393-c2.pdf%3FSGWID%3D0-0-45-1533089-p177762447&usg=AFQjCNHJeV8TIhj1ylnkG0aMWIZoNJK4bA&cad=rja,Priori
60685376,https://testng.org/doc/documentation-main.html#testng-xml,Priori
39486538,https://developer.android.com/reference/android/app/Instrumentation.html,Priori
45382542,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/async_function,Priori
7596131,http://eclipse.org/articles/Article-TreeViewer/TreeViewerArticle.htm,Priori
35021794,https://jsfiddle.net/2uoj1y9d/,Working Example
34860266,https://docs.microsoft.com/de-de/dotnet/api/system.threading.tasks.taskfactory.startnew,Working example
39533271,https://en.wikipedia.org/wiki/Rope_(data_structure),Priori
8947385,http://developer.android.com/reference/android/location/LocationManager.html#getLastKnownLocation%28java.lang.String%29,Priori
40247991,https://developer.mozilla.org/en/docs/Web/HTML/Element/Input,Priori
53135760,"https://jsbin.com/fowitomaka/edit?html,js,output",Working Example
13514782,https://jira.atlassian.com/browse/JRA-4588,Working example
60121643,https://www.npmjs.com/search?q=keywords:stylelint-config,Parallelism
43227655,https://en.wikipedia.org/wiki/Double_dispatch,Priori
42860557,http://www.pjsip.org/download.htm,Other
9357424,http://www.highoncoding.com/Articles/804_Introduction_to_MapKit_Framework_for_iPhone_Development.aspx,Parallelism
21751921,http://jsfiddle.net/dimt/6Rzd9/,Parallelism
3643241,http://api.twitter.com,Working example
4369592,http://www.jsfiddle.net/subhaze/EN8nc/5/,Working example
50795029,https://davidkpiano.github.io/react-redux-form/docs/guides/validation.html,Working example
20174496,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Function/call,Priori
47757488,https://developers.google.com/actions,Priori
14595189,https://github.com/rmagick/rmagick/wiki,Priori
29169298,http://php.net/manual/en/language.oop5.typehinting.php,Priori
21411894,http://developer.android.com/tools/device.html,Priori
4683381,http://www.stringtree.org/stringtree-json.html,Priori
19224371,http://jira.codehaus.org/browse/MNG-4639,Parallelism
36687292,http://docs.aws.amazon.com/AWSJavaScriptSDK/latest/AWS/Config.html#maxRetries-property,Parallelism
59157547,https://aka.ms/sdkimplicitrefs,Priori
57665898,https://static.javadoc.io/org.mockito/mockito-core/3.0.0/org/mockito/Mockito.html#RETURNS_DEEP_STUBS,Priori
56784329,https://github.com/Z3Prover/z3/blob/master/src/ast/rewriter/bv_rewriter.cpp#L1817-L1823,Priori
53871626,https://bugs.python.org/issue35547,Priori
54438911,https://codex.wordpress.org/Theme_Development,Priori
60465532,https://cloud.google.com/sql/,Priori
